"Id","Name","StreetAddress","PostalCode","Locality","Region","Country","PhoneNumber","Email"
261,"Salle Anewy","Valle Du Tir","","Noumea","","New Caledonia","",""
262,"Valley Forge Baptist Temple","616 S. Trappe Rd (off Black Rock Rd)","19460","Collegeville","PA","U.S.A.","","vfb@usbadminton.net"
263,"Richmond Olympic Oval,","","","Richmond","British Columbia","Canada","",""
264,"Cleveland Convention Center","500 LAKESIDE AVENUE E","44114","Cleveland","Ohio","U.S.A.","",""
265,"City Auditorium","221 East Kiowa St","80903","Colorado Springs","Colorado","U.S.A.","",""
266,"Sports Gymnasium","55 Harbord Street","","Toronto","Ontario","Canada","",""
267,"California Badminton Academy (CBA)","46049 Warm Springs Blvd","94539","Fremont","CA","U.S.A.","",""
268,"Polideportivo Las Delicias, Gimnasio Mauricio Johnson","Av. Las Delicias, Maracay, Estado de Aragua - Venezuela","","Maracay","Aragua","Venezuela","+ 58 - 4262202036, 4127165265, 4164254733","volante.raqueta.red@gmail.com"
269,"KAMPALA CLUB","KAMPALA","256","KAMPALA","","Uganda","",""
270,"SC"" Meteor""","Makarova str., 27A","49047","Dnipropetrovsk","","Ukraine","","sergiob62@mail.ru"
271,"Športová hala PU Prešov","Športova 10","080 01","Presov","","Slovakia","","sekretar@bedminton.sk"
272,"Mavericks Activity Center - University of Texas @ Arlington","500 W. Nedderman Drive","76013","Arlington","Texas","U.S.A.","",""
273,"ClearOne Badminton Centre - Orlando","4141 North John Young Parkway","32804","Orlando","FL","U.S.A.","407-730-3596","orlando@clearonebadminton.com"
274,"P. E. Society's Modern PDMBA Sports Complex","Modern High School Premises","411005","Pune","Pune","India","912025535799","girishnatu@badmintonindia.org"
275,"Coliseo Deportivo","Ciudad de los Deportes zona 4","","Guatemala","","Guatemala","(00) 502-2332-0131","badmintonguate@gmail.com"
276,"Pedrín Zorrilla Coliseum","","","San Juan","","Puerto Rico","",""
277,"Kaunas Sporthalle","Perkūno al. 5","","Kaunas","","Lithuania","",""
278,"Parque Miranda ""GIMNASIO PAPA CARRILLO""","Av. Principal de los Dos Camino.","","Municipio Sucre","Estado Miranda","Venezuela","04262202036 - 04127165265","volante.raqueta.red@gmail.com"
279,"Tokyo Metropolitan Gymansium","","","Tokyo","","Japan","",""
280,"Wzgorze Zamkowe","Pruzi Street 7","59-300","Lubin","","Poland","",""
281,"Sports Hall OLYMPIC","Batareinaya str","","Vladivostok","","Russia","",""
282,"GOR Amongraga","Jl. Kenari 1","","Yogyakarta","","Indonesia","",""
283,"The Copper Box Arena","Queen Elizabeth Olympic Park Stratford","E20 3HB","London","","England","",""
284,"Sofia Hall","Dstr. ""Borisova Garden""","","Sofia","","Bulgaria","","badmintonbg@gmail.com"
285,"Sporthall ""Intersport""","","","Porec","","Croatia","",""
286,"Robert B. Goergen Athletic Center","","","Rochester","New York","U.S.A.","585-275-7643",""
287,"Topsportcentrum Almere","","","Almere","","Netherlands","",""
288,"Bintang SSF","245 S Spruce Avevue, #700","94080","South San Francisco","CA","U.S.A.","650-624-0002","tournament@bintangbadminton.org"
289,"NC State University","Carmichael Gymnasium 2611 Cates Avenue","","Raleigh","North Carolina","U.S.A.","",""
290,"NJ Badminton Club (NJBC)","2 Changebridge Rd. Units JKL","7045","Montville","NJ","U.S.A.","201-572-4993","wallace.lee@njbadminton.com"
291,"Odense Sports Park","Hoejstrupvej 5 5200 Bolbro,","","Odense V","","Denmark","",""
292,"Centre Sportif","Avenue des trois lacs 1","1400","Yverdon-les-Bains","","Switzerland","",""
293,"MTN ARENA","LUGOGO INDOOR STADIUM","256","KAMPALA","","Uganda","772 411724","smugabi@hotmail.com"
294,"Kibbutz Hatzor Sport Hall","Kibbutz Hatzor","60970","Israel","","Israel","","bchatzor@gmail.com"
295,"Eastbay Badminton Association","4230 Hubbard Street","94608","Emeryville","CA","U.S.A.","(510)655-8989","ebaopen@gmail.com"
296,"Palmer Ridge High School","19255 Monument Hill Road","80132","Monument","CO","U.S.A.","",""
297,"Palacio de los Deportes Virgilio Travieso Soto","Distrito Nacional","","Santo Domingo","","Dominican Republic","",""
298,"SAARLANDHALLE","SAARBRÜCKEN","","Saarbrucken","","Germany","",""
299,"The Indian Club","","","Manama","","Bahrain","97336500103","bis.2013@ymail.com"
300,"Bahrain Keraleeya","Samajam DJ Hall Segayya","","Bahrain","","Bahrain","97313699944","ashley.bbsf@yahoo.com"
301,"Jeonju indoor Badminton Court","1st street, dukjin-gu Jeollabukdo, Korea","","Jeonju city","","Korea","",""
302,"Sport Hall Dubnica nad Váhom","Športovcov 655","018 41","Dubnica nad Váhom","","Slovakia","",""
303,"Vancouver Racquets Club","4867 Ontario Street","","Vancouver","BC","Canada","604-992-1070","calvinholoboff@gmail.com"
304,"Jeonju Indoor Badminton Court","1st Street dukjin-gu","","Jeonju","","Korea","82632392573","koreagp2013@hanmail.net"
305,"Ryerson Kerr Hall Upper Gym","379 Victoria Street","","Toronto","Ontario","Canada","","badmin@ryerson.ca"
306,"Emirates Arena,","1000 London Road Glasgow G40 3HY","","Glasgow","","Scotland","",""
307,"Otahalli","Otaranta 6","2150","Espoo","","Finland","010 2712600",""
308,"Kimberton Badminton Club","KImberton Waldorf School 410 W. 7 Stars Rd.","","Kimberton","PA","U.S.A.","",""
309,"Wunna Theikdi Indoor Stadium","","","Nay Pyi Taw","","Myanmar","",""
310,"PALAFIJLKAM","Via della Stazione di Castel Fusano Lido di Ostia","122","Rome","","Italy","","elianapassaniti@badmintonitalia.it"
311,"Stadium Badminton Kuala Lumpur","3 1 / 2 Mile Jalan Cheras,","56000","Kuala lumpur","","Malaysia","",""
312,"Cricket Club of India, Mumbai","Brabourne Stadium Dinshaw Vachha Road Churchgate","400020","Mumbai","","India","","girishnatu@badmintonindia.org"
313,"Siri Fort Sports Complex","Siri Fort","","New Delhi","New Delhii","India","",""
314,"Khalifa Sports City","Isa Town","","Isa Town","","Bahrain","97313699944","ashley.bbsf@yahoo.com"
315,"Fatih Sport Kompleksi","Karagumruk Mah. Kaleboyu Cad. No:111 Fatih","","Istanbul","","Turkiye","","tbfed@mynet.com"
316,"Synergy Badminton Club","190 Constitutional Dr.","94025","Menlo Park","CA","U.S.A.","650.838.9318",""
317,"Sports Hall Kalev","12 Juhkentali Street 6","","Tallinn","","Estonia","","ei2014@badminton.ee"
318,"Thomas A Stewart Secondary School/Kenner Collegiate Vocational Institute","1009 Armour Road/633 Monaghan Road","","Peterborough","Ontario","Canada","",""
319,"Fyrishov","Idrottsgatan 2","753 33","Uppsala","","Sweden","","info@swedishmasters.com"
320,"School of Public Health","University of Maryland","20740","College Park","MD","U.S.A.","","feartheterpsminton@gmail.com"
321,"Midwest Badminton Club","2019 Corporate Lane Suite 103","60563","Naperville","Illinois","U.S.A.","630-364-2345","heatherp@mbadminton.com"
322,"U.C. Berkeley Recreational Sports Facility","2301 Bancroft Way","94720","Berkeley","CA","U.S.A.","",""
323,"TBR – Badminton Hall","Gnoðavogi 1","104","Reykjavik","","Iceland","","bsi@badminton.is"
324,"Ryerson University, KHW gym","39 Gerrard St. E.","","Toronto","Ontario","Canada","","badmin@ryerson.ca"
325,"Agile Gymnasium Culture and Sports Square","Binhe South Road, Linghsui","","Hainan","","China","861087183487","bdchnoffice@vip.163.com"
326,"Gimnasio Parque Central","Sarmiento 357, Neuquen – Neuquen","","Neuquen","","Argentina","",""
327,"Iran Badminton Federation Sport Hall","No 12 Hejab Ave., Keshavarz Blvd., Sport Hall of Iran Badminton Federation","","Tehran","","Iran","982188984439","Bad.iranfed@yahoo.com"
328,"Shannon Pohl Badiminton Academy","Adversity Volleyball Center 710 Corporate Woods Pkwy.","60061","Vernon Hills","IL","U.S.A.","847-722-8857","badminton@shannonpohl.com"
329,"CLUB DE REGATAS LIMA","FILIAL VILLA DEPORTIVA","","Lima","","Peru","",""
330,"Taipei Gymnasium","No 10 Sec. 4","10553","Taipei","","Chinese Taipei","886287711440","chntpe.ba@msa.hinet.net"
331,"Schwartz Gym","","","Bryn Mawr","PA","U.S.A.","","macjrs14@usbadminton.net"
332,"Duinwijckhal","Badmintonpad 1","2023BT","Haarlem","","Netherlands","+31 (0) 23-5333357",""
333,"High Performance Center for Badminton","Av. Vasco da Gama","","Caldas da Rainha","","Portugal","","events@fpbadminton.pt"
334,"Singapore Badminton Association","No. 1 Lorong 23 Geylang","388352","Singapore","Singapore","Singapore","67444111",""
335,"University of Arizona Student Recereation Center","1400 E. 6th Street","8571","Tucson","AZ","U.S.A.","",""
336,"Arena Ursynow","Pileckiego Street 122","00-195","Warsaw","","Poland","",""
337,"Ciudad Deportiva” Sport Hall, La Havana City","","","Havana","La Habana","Cuba","",""
338,"PALABADMINTON","Via Giovanni Cimabue, 24","20148","Milan","","Italy","",""
339,"San Gabriel Valley Badminton Club 2","3410 Pomona Blvd","91768","Pomona","CA","","909-839-1939","sgvbctournament@yahoo.com"
340,"Siri Fort Indoor Stadium,","Siri Fort Complex,","","New Delhi","","India","",""
341,"Moriguchi City Gymnasium","9 - 2 Kawara-machi Moriguchi-shi","570-0038","Osaka","","Japan","81669928201","jpnbad@badminton.or.jp"
342,"Canto del Sol","Puerto Vallarta","","Puerto Vallarata","","Mexico","",""
343,"MANUEL BONILLA","AV. Ejercito cdra 14 s/n Miraflores","","Lima","","Peru","",""
344,"Sport Center Lucko","Jezdovecka 3b","10 250","Zagreb","","Croatia","",""
345,"Stadium Sultan Abdul Halim","Jalan Suka Menanti","","Alor Setar","Kedah Darul Aman","Malaysia","",""
346,"North Shore Events Centre","Silverfield Lane, Wairau Valley North Shore,","","Auckland","","New Zealand","",""
347,"Egret Badminton Center, 1251 Basswood Rd, Schaumburg, IL 60173","1251 Basswood Rd.","60173","Schaumburg","IL","U.S.A.","847-285-5788",""
348,"Gimcheon Indoor Stadium","#488-1 Samrak Dong","","Gimcheon","Gyeongbuk","Korea","8224226173","badmin98@chol.com"
349,"GOR Sudirman","GOR Suryanaga GOR Amerta","","Surabaya","East Java","Indonesia","",""
350,"Nogales High School","","","West Covina","CA","","",""
351,"Riga Sport Manege","Maskavas Street 160","LV-1003","Riga","","Latvia","",""
352,"Sport Hall medvode","Ostrovrharjeva 4","1215","Medvode","","Slovenia","",""
353,"Massachusetts Institute of Technology (MIT)","Rockwell Gymnasium 106 Vassar Street","2139","Cambridge","MA","U.S.A.","",""
354,"Sidirokastro Indoor Hall","Dekou st. 4","","Sidirokastro","","Greece","",""
355,"Pabellon Municipal Marques De Samaranch","Paseo Imperial 18","28005","Madrid","","Spain","",""
356,"Sugathadasa Indoor Sports Complex","Arthur De Silva Mawatha","13","Colombo","Colombo","Sri Lanka","94112686264","slbahq@sltnet.lk"
357,"SEB Arena","Azuolyno st. 7","LT-07196","Vilnius","","Lithuania","",""
358,"Tokyo Metropolitan Gymnasium","","","Tokyo","","Japan","",""
359,"Gimnasio Campus Universitario","Paraje Arroyo Seco s/n, Tandil –Buenos Aires","","Tandil","Buenos Aires","Argentina","",""
360,"Bintang Milpitas","746 S. Milpitas Blvd.","95035","Milpitas","CA","U.S.A.","(408) 934-9915",""
361,"Suffolk County Community College","Grant Campus Crooked Hill Road","","Brentwood","NY","U.S.A.","",""
362,"Sheikh Khalifa Sports City","","","Isa Town","","Bahrain","97313699944","ashley.bbsf@yahoo.com"
363,"Istora Gelora BBung Karno Stadium","","","Jakarta","","Indonesia","+62 21 5734070",""
364,"Parque Miranda ""Papa Carrillo”","Dos Caminos-Caracas","","Caracas","","Venezuela","",""
365,"Champions FieldHouse","30 Southlawn Ct","","Rockville","Maryland","U.S.A.","",""
366,"States Sports Centre","","","Sydney","","Australia","",""
367,"Boston Badminton","169 Flanders Road","1581","Westborough","MA","U.S.A.","508-329-1710","info@bostonbadminton.com"
368,"UBC Thunderbird Arena - Vancouver Campus","2555 Wesbrook Mall","","Vancouver","British Columbia","Canada","",""
369,"Sports Hall Arena","Generala Knysha Street 14 A St-Petersburg Region","","Gatchina","","Russia","",""
370,"Suffolk County Community College, Health Sports and Education Center","Grant Campus Crooked Hill road Brentwood,","NY 11717","New York","","U.S.A.","(631)-851-6700","entries@usopengpg.com"
371,"George Brown Convention Center","","","Houston","Texas","U.S.A.","",""
372,"UTN AVELLANEDA","","","Avellaneda","BUENOS AIRES","Argentina","",""
373,"Sport Hall TBD","","","Vladivostok","","Russia","",""
374,"Polideportivo Vista Alegre","","","Córdoba","","Spain","",""
375,"MIDWEST BADMINTON CLUB Naperville","2019 Corporate Lane Suite 103","60563","Naperville","Illinois","U.S.A.","630-364-2345","heatherp@mbadminton.com"
376,"Northside Aztlan Community Center","112 E. Willow Street","80524","Fort Collins","CO","U.S.A.","970.221.6256","fcbc.public@gmail.com"
377,"SGVBC 2","","","Pomona","California","U.S.A.","951-313-7226",""
378,"Ballerup Super Arena","Ballerup,","","Copenhagen","","Denmark","",""
379,"Sudirman Badminton Hall","Jl. Kertajaya Indah Timur","","Surabaya","","Indonesia","62218445078","pbsi_secgen@cbn.net.id"
380,"Champion's Fieldhouse","30 Southlawn Court","20850","Rockville","Maryland","U.S.A.","",""
381,"Tan Binh Sports Center","448 Hoang Van Thu Street, Tan Binh District","","Hochiminh City","","Vietnam","",""
382,"SG1","9255 TELSTAR AVE","91731","EL MONTE","CA","","",""
383,"Gyeyang Gymnasium","","","Incheon","Incheon","Korea","",""
384,"Midwest Badminton Club - Naperville","2019 Corporate Lane Suite 103","60563","Naperville","Illinois","U.S.A.","630-364-2345","chicagoopen@mbadminton.com"
385,"Smashville","381 W. High St. In back of Sunoco","19464","Pottstown","PA","U.S.A.","610-999-5960","TD14@smashville.us"
386,"AV. República de Chile # 254 – Jesús María","","","Lima","Lima","Peru","",""
387,"Tien Son Sports Complex","No 1A, Phan Dang Luu Street","","Danang","","Vietnam","845113626286","tuonglan1972@gmail.com"
388,"Badminton NC","9300 Globe Center Drive Suite 116","27560","Morrisville","NC","U.S.A.","9193161739","lisa@badmintonnc.com"
389,"Stade Pierre de Coubertin","82, Avenue Geoges Lafont","75016","Paris","","France","",""
390,"ClearOne Orlando","4141 N John Young Parkway","32804","Orlando","Florida","U.S.A.","407-730-3596","orlando@clearonebadminton.com"
391,"Papillion La Vista High School","305 East Cary Street","68046","Papillion","NE","U.S.A.","402-571-6933","shuttle@inebraska.com"
392,"Las Vegas Badminton Club","3655 W Sunset Rd, STE D","89118","Las Vegas","Nevada","U.S.A.","",""
393,"Cantro de Alto Rendimientto","","","Tijuana","Baja California","Mexico","",""
394,"Fonde Recreational Center","110 Sabine St.","77007","Houston","TX","U.S.A.","713 266 4466","tournament@houstonbadmintonclub.org"
395,"Gimnasio Escuela 2","Avenida Argentina y Provincia de San Juan","8300","Neuquen","Neuquen","Argentina","",""
396,"1251 Basswood Rd","","60173","Schaumburg","IL","U.S.A.","847-285-5788",""
397,"Haixia Olympic Sport Center","Jianxin Nan, Cangshan District","","Fuzhou","","China","",""
398,"SG2","3410 Pomona Blvd.","91768","Pomona","CA","","",""
399,"Badminton Centrum","Basamalom utca 33.","7630","Pécs","","Hungary","",""
400,"Singapore Sports Hub","OCBC Arena Hall 2 5 Stadium Drive","397631","Singapore","Singapore","Singapore","6567671248","chris@singaporebadminton.org.sg"
401,"CCAB","21 Evans Road","259366","Singapore","","Singapore","",""
402,"A.Le Coq Sport Hall","Ihaste tee 7","","Tartu","","Estonia","",""
403,"3655 W Sunset Rd","STE D","89118","Las Vegas","Nevada","U.S.A.","",""
404,"Palafijlkam","Via della Stazione di Castel Fusano","122","Roma","","Italy","",""
405,"Fatih Spor Kompleksi","Karagümrük Mah Kaleboyu Cad","111","Istanbul","","Turkiye","902422385727",""
406,"Hamdan Sports Complex","P.O.Box 66677","","Dubai","","United Arab Emirates","+971 430 62666","info@hamdansc.ae"
407,"Falkoner salen","Falkoner alle 9","2000","Frederiksberg","","Denmark","",""
408,"Granular Badminton Academy","","","Bangkok","Bangkok","Thailand","6622553391","granularacademy@hotmail.com"
409,"Bay Badminton Center Milpitas","1191 W. Montague Expressway","95035","Milpitas","CA","U.S.A.","",""
410,"UNC Fetzer Gym","101 Student Recreation Center CB #8610","27514","Chapel Hill","NC","U.S.A.","",""
411,"SGVBC1","9255 TELSTAR AVENUE","91731","EL MONTE","CA","","",""
412,"Bintang Badminton South San Francisco","245 S. Spruce Ave, Suite 700","94080","South San Francisco","CA","U.S.A.","650-624-0002","CCclawrence@aol.com"
413,"Shannon Pohl Badminton Academy","Adversity Volleyball Center 710 Corporate Woods Pkwy","60061","Vernon Hills","IL","U.S.A.","847-722-8857","badminton@shannonpohl.com"
414,"Polideportivo La Tejerona","C/ Juan Botas","33209","Gijon","Asturias","Spain","",""
415,"NVBC","44590 Guilford Dr, #100","","Ashburn","VA","U.S.A.","","teuben@gmail.com"
416,"Badmintonhal Duinwijck","Badmintonpad 1","2023 BT","Haarlem","","Netherlands","",""
417,"SG 2","3410 POMONA BLVD","91768","POMONA","CA","","",""
418,"Archie's Valley Forge Baptist Temple","616 S. Trappe Rd","19426","Collegeville","PA","U.S.A.","","pastates15@Smashville.us"
419,"Sportarena (Sportforum) Berlin","Weißenseer Weg 53","D-13053","Berlin","Berlin","Germany","",""
420,"Northern Virginia Badminton Club","44590 Guilford Dr Suite 100","20147","Ashburn","VA","U.S.A.","571-210-1527","nvbcinfo@novabadmintonclub.com"
421,"Sport Hall Hotel Arlamow","Ustrzyki Dolne","38-700","Arlamow","","Poland","",""
422,"Meri Lou Murray Recreation Center","2960 Washtenaw Avenue","48104","Ann Arbor","Michigan","U.S.A.","(734) 971-6355",""
423,"Bay Badminton Center, Milpitas","1191 Montague Expwy","95035","Milpitas","CA","U.S.A.","",""
424,"Palais des Sports","Rue Eugene Vignat","45000","Orleans","","France","","entries@cltobadminton.fr"
425,"Energia Arena","Rajatorpantie 23","FIN-01600","Vantaa","","Finland","358106330303",""
426,"Zornow Courts in the Goergen Athletic Center","500 Joseph C Wilson blvd","14627","Rochester","New York","U.S.A.","585-267-9914","bxia2@u.rochester.edu"
427,"Plano Badminton Center","4050 Premier Drive, Suite 250","75023","Plano","Texas","U.S.A.","214 509 8168","tournament@planobadmintoncenter.com"
428,"East Hills Moravian Church","1830 Butztown Road","18017","Bethlehem","PA","U.S.A.","",""
429,"Wuhan Sports Center Gymnasium","Wuhan Economic and Technological Development District","","Wuhan","","China","60392845431","events@badmintonasia.org"
430,"TBC","","","Lima","Lima","Peru","",""
431,"Rockwell Gym","106 Vasser Street","2139","Cambridge","MA","U.S.A.","",""
432,"Southern Section","","","Long Beach Poly FINAL","","U.S.A.","",""
433,"VIDENA","","","LIMA","LIMA","Peru","",""
434,"Polideportivo Municipal Marques De Samarach","Paseo Imperial 18","28005","Madrid","","Spain","",""
435,"National Armed Forces sports base","Krustbaznicas Street 9","LV-1006","Riga","","Latvia","",""
436,"ESTERO RECREATION CENTER","9200 Corkscrew Palms Blvd.","33928","Estero","FL","U.S.A.","",""
437,"Maugus Club,","40 Abbott Road","2481","Wellesley","MA","U.S.A.","781-235-8151",""
438,"Kaunas Sports Hall","Perkuno al. 5","LT-44221","Kaunas","","Lithuania","",""
439,"Bintang Badminton Club, Milpitas","746 S. Milpitas Blvd.","95035","Milpitas","CA","U.S.A.","",""
440,"SGVBC 2 POMONA","3410 POMONA BLVD","91768","POMONA","CA","","",""
441,"Lowell High School","11700 Vergennes St SE","49331","Lowell","MI","U.S.A.","",""
442,"ClearOne Badminton Centre","4141 N John Young Parkway","32804","Orlando","FL","U.S.A.","",""
443,"Sporthall Arena","Knysha Str 14A","","Gatchina","","Russia","",""
444,"Minneapolis Convention Center","1301 2nd S Avenue Suite A","55403","Minneapolis","Minnesota","U.S.A.","",""
445,"Lucky Shoals Park","4651 Britt Road","","Norcross","GA","U.S.A.","",""
446,"MBBC","516 18th St","90266","Manhattan Beach","CA","U.S.A.","",""
447,"Istora – Gelora Bung Karno","Senayan","","Jakarta","","Indonesia","",""
448,"Sport Hall Vasil Levsky","General Gurko st. 5","","Pazardzhik","","Bulgaria","",""
449,"Constantin Jude Sport Hall","7 Ripensia St.","300585","Timisoara","","Romania","",""
450,"Sportove Centrum M-Sport Trencin","Ostrov 363","","Trencin","","Slovakia","",""
451,"Northsize Aztlan Community Center","112 E. Willow St","80524","Fort Collins","CO","U.S.A.","",""
452,"Sport Hall Lokomotiv","90/1 Kotlova Str","","Kharkiv","","Ukraine","",""
453,"P.E. Society's Modern PDMBA Sports Complex","Modern High School Premises","411005","Pune","Pune","India","919822084688","indiaic@badmintonindia.org"
454,"Recreational Sports Facility","2301 Bancroft Way","94720","Berkeley","CA","U.S.A.","510-642-7796",""
455,"Sportoase Leuven","Phillpissite 6","","Leuven","","Belgium","",""
456,"Neptunas SPorts Hall","Taikos str. 61A","","Klaipeda","","Lithuania","",""
457,"Leonard Recretion Center","6324 Ballinger Rd","27410","Greensboro","NC","U.S.A.","(336) 297 4889",""
458,"Hall Omnisport La Årealle","Rue Emile Muraille 158","4040","Herstal","","Belgium","",""
459,"Helsingborg Arena,","Mellersta Stenbocksgatan 14,","254 37","Helsingborg","","Sweden","",""
460,"LVBC","7750 S. Dean Martin Drive Suite 406","89118","Las Vegas","NV","U.S.A.","",""
461,"National Football Indoor Stadium","Mongolian Football Association","26046","Ulaanbatar","Ulaanbatar","Mongolia","97691117363 / 97670007561","mba@badminton.mn"
462,"Sportovni Hala Kralovka","Nad Kralovskou oborou 51","170 00","Prague","","Czech Republic","",""
463,"Club Regatas Lima","Villa el salvador","","LIMA, VILLA EL SALVADOR","","Peru","",""
464,"Centre Sportif de la Queue-d'Arve","Rue Francois Dussaud 12","1227","Geneva","","Switzerland","",""
465,"University of Rochester, Goergen Athletic Center, Zornow Courts","500 Joseph C Wilson Blvd","14627","Rochester","New York","U.S.A.","",""
466,"Thunder Done, Muangthong Thani","99 Popular Road","11120","Bangkok","","Thailand","+662 504-5050",""
467,"Carmichael Gymnasium","2611 Cate Avenue","27695","Raleigh","NC","U.S.A.","",""
468,"Sporthall ""Marino Četković""","","51410","Opatija","","Croatia","+385 51 680 130",""
469,"Stadium Gor Djarum Jati","Kudus-Central Java","","Kudus","Kudus","Indonesia","62 21 8445078","rudy6713@yahoo.com"
470,"Gentofte Badminton Hall","Ved Stadion 4","2820","Gentofte","","Denmark","4539650400",""
471,"Constant Spring Golf Club","Constant Spring Road","","Kingston","St. Andrew","Jamaica","",""
472,"NGBA BADMINTON HALL","PTA SHOWGROUNDS","","PRETORIA","","South Africa","",""
473,"UCLA - Student Activities Center","220 Westwood Plaza","90095","Los Angeles","CA","U.S.A.","",""
474,"Centre Sportif des Isles","Avenue des Trois Lacs 1","1400","Yverdon-les-Bains","","Switzerland","",""
475,"Sporthall Mirna","Cesta na Fuzine 1","8233","Mirna","","Slovenia","",""
476,"Charlotte Badminton Club","345 Hawthorne Ln","28204","Charlotte","NC","U.S.A.","7042365448","weimin.zhang.wv@gmail.com"
477,"Gimnasio Municipal Bernardo O´higgins","","","TEMUCO","","Chile","973541",""
478,"Club Athletico Paulistano","Colombia St, 77","","Sao Paulo","Sao Paulo","Brazil","",""
479,"Esport Center","Koivu-Mankkaan tie 3","FI-02200","Espoo","","Finland","",""
480,"Mari Lou Murray Rec Center","2960 Washtenaw Ave","48107","Ann Arbor","Michigan","U.S.A.","7349716355",""
481,"sgvbc 1","9255 Telstar ave","91731","El Monte","CA","","",""
482,"Saarlandhalle Saarbrucken","An der Saarlandhalle 1","66113","Saarbrucken","","Germany","",""
483,"Shaikh Khalifa Sports City","","","Isa Town","","Bahrain","973 39258158","bic.2015@yahoo.com"
484,"Sportove Centrum M-SPORT Trencin","Ostrov 363","","Trencin","","Slovakia","",""
485,"Makarios Stadium Sports Centre","Engomi 2400","","Nicosia","","Cyprus","",""
486,"University of Wisconsin Nantatorium","2000 Observatory Dr","53715","Madison","Wisconsin","U.S.A.","2488367876",""
487,"Egret Badminton Club","1251 Basswood Road","","Schaumburg","IL","U.S.A.","",""
488,"SG 1","9255 Telstar Ave","91731","El Monte","CA","","",""
489,"Ruskeasuo Sports Hall","Ratsastie 10","280","Helsinki","","Finland","",""
490,"Goyang Stadium","Geumhwa-ro 278 beon-gil,","","Gwangju Metropolitan City","","Korea","+82 2 422 6173","badmintonkorea@bka.kr"
491,"Tap Seac Multisport Pavilion Macau","Rua de Ferreira do Amaral","","Macau","","Macau","",""
492,"Riocentro 4, Barra","","","Rio de Janeiro","","Brazil","",""
493,"Bintang Badminton Academy","245 South Spruce Avenue","94080","South San Francisco","CA","U.S.A.","650-624-0002","tournament@bintangbadminton.org"
494,"Dhaka Bangladesh","Shahid Tajuddin Ahmed Indoor Stadium","1000","Dhaka","Dhaka","Bangladesh","+880 1711531098","badminton.bangladesh@gmail.com"
495,"Gedung Graha Cakrawala","Komplex Universitas Malang","","Malang","East Java","Indonesia","",""
496,"A. Le Coq Spordihoone","Ihaste tee 7","","Tartu","","Estonia","",""
497,"PalaBadminton","Via Giovanni Cimabue 24","","Milano","","Italy","",""
498,"Criket Club of India","Brabourne Stadium","400020","Mumbai","Mumbai","India","912066027980","indiaic@badmintonindia.org"
499,"Centro Deportivo Chapultepec A.C.","Badminton Hall 6th Floor","11590","Mexico City","Distrito Federal","Mexico","",""
500,"Servet Tazegul Sports Hall","Afetevler Mahallesi 32","","Mersin","","Turkiye","",""
501,"Egret Badminton Trainig Center","1251 Basswood Rd","60173","Schaumburg","Illinois","U.S.A.","630/219-1818",""
502,"National Training Center","","","Ulaanbaatar","","Mongolia","",""
503,"Sports Hall at Primary School 14","Norwida St. 10","59300","Lubin","","Poland","",""
504,"Anteater Recreation Center","680 California Ave","92617","Irvine","CA","U.S.A.","(949) 824-5346",""
505,"TBR Hall","Gnoðavogi 1","104","Reykjavik","","Iceland","",""
506,"San Gabriel Valley Badminton Court","9255 Telstar Ave","","El Monte","CA","","",""
507,"Polideportivo Corredoria Arena","Calle Maestro Don Marciano","","Oviedo","","Spain","",""
508,"SPX 107AB","1 Washington Sq","95192","San Jose","CA","U.S.A.","",""
509,"Wiener Stadthalle B","Vogelweidplatz 14","1150","Vienna","","Austria","",""
510,"Duinwijckhall","Badmintonpad 1","2023","Haarlem","","Netherlands","",""
511,"High Performance Centre","Av. Vasco da Gama","","Caldas da Rainha","","Portugal","",""
512,"Sportarena (Sportforum) Beriln","Weißenseer Weg 53","D-13053","Berlin","","Germany","",""
513,"Constantin Jude Sports Hall","7 Ripensia Street","300585","Timisoara","","Romania","",""
514,"Sport Hall Arena Ursynow","Pileckiego str 122","02-781","Warsaw","","Poland","",""
515,"Palais de Sport","Rue Eugene Vignat","45000","Orleans","","France","",""
516,"University of Wisconsin Natatorium","2000 Observatory Dr","53706","Madison","Wisconsin","U.S.A.","2488367876",""
517,"city sport hall","123 Herzel Street","","rishon le zion","","Israel","+972-3-9413766",""
518,"Denver Athletic Club","1325 Glenarm Place","80204","Denver","CO","U.S.A.","",""
519,"Sala de sport a UVT","Str Popa Sapca","","Timisoara","","Romania","",""
520,"University Hall","Punaauia University","","Papeete","","French Polynesia (Tahiti)","",""
521,"Velohal","Noordweg 26","2291 EX","Wateringen","","Netherlands","",""
522,"Houston Badminton Center","10550 W. Airport Blvd.","77477","Stafford","TX","U.S.A.","7133643803","tournament@houstonbadmintonclub.org"
523,"The Webb Schools","","","Claremont","CA","","",""
524,"MIT","Rockwell Gymnasium 106 Vassar Street","2139","Cambridge","MA","U.S.A.","",""
525,"Алдар спорт хороо","","","Улаанбаатар","Улаанбаатар","Mongolia","",""
526,"Sporthall Medvode","Ostrovrharjeva 4","1215","Medvode","","Slovenia","",""
527,"Maugus Club","40 Abbot Road","","Wellesley","MA","U.S.A.","",""
528,"Istora Gelora Bung Karno Stadium","Senayan","10270","Jakarta","","Indonesia","",""
