"Id","Name","StreetAddress","PostalCode","Locality","Region","Country","PhoneNumber","Email"
623,"Stage 18 Badminton Centre","#170 - 2351 No.6 Road","","Richmond","BC","Canada","604-278-3233",""
626,"Mandarin Badminton","500 Esna Park Drive #8","L3R 1H5","Markham","Ontario","Canada","",""
629,"OPEN TO MEMBERS OF KIMBERTON BADMINTON CLUB ONLY","410 W Seven Stars Rd","19460","Phoenixville","PA","U.S.A.","",""
631,"Shannon Pohl Badminton Academy / Adversity Volleyball Center","710 Corporate Woods Parkway","60061","Vernon Hills","Illinois","U.S.A.","",""
633,"Hecht Athletic Center","5821 San Amaro Drive","33146","Coral Gables","Florida","U.S.A.","(305) 284-8309",""
635,"Birmingham-Jefferson Convention Center","2100 Richard Arrington Jr. Blvd. N","35203","Birmingham","Alabama","U.S.A.","(225) 766-6800","nsga@NSGA.com"
641,"Bintang Badminton","245 S. Spruce Ave, Suite 700","","South San Francisco","CA","U.S.A.","650-624-0002",""
644,"Drive Badminton Centre","#138-4551 No. 3 Road","","Richmond","BC","Canada","604-285-2638",""
645,"Custer Park","","","Marietta","GA","U.S.A.","",""
646,"Don Shula's Athletic Club","15150 Bull Run Road","33014","Miami Lakes","Florida","U.S.A.","(305) 820-8025",""
647,"Anaheim Convention Center Arena","800 W Katella Avenue","92802","Anaheim","California","U.S.A.","+1-714-765-8590",""
648,"Wasson Academic Campus","2115 Afton Way","80909","Colorado Springs","CO","U.S.A.","",""
649,"Pan Am Centre","","","Markham","Ontario","Canada","",""
652,"Wyoming High School","1350 Prairie Parkway SW,","49509","Wyoming","MI","U.S.A.","",""
654,"Covenant College","Ashe Activity Center 14049 Scenic Hwy Look Mountain, GA","","Chattanooga","TN","U.S.A.","",""
657,"Atlanta Badminton Club","3975 Lakefield Court STE 102","30024","Suwanee","Georgia","U.S.A.","4049814678","chandra.madhavan@gmail.com"
658,"KHW Upper Gymnasium","350 Victoria Street","M5B 2K3","Toronto","Ontario","Canada","",""
663,"CBA Badminton Academy","46049 Warm Springs Blvd","94539","Fremont","CA","U.S.A.","510-438-0445",""
670,"Anaheim Korean Presbyterian Church","1408 S. Euclid St.","92802","Anaheim","CA","U.S.A.","",""
676,"Hinsdale South HS","","","Darien","IL","U.S.A.","",""
680,"10806 Willow Court, Suite #1","","92127","San Diego","CA","U.S.A.","8586731711",""
681,"Smashville Badminton","310 E. High St.","","Pottstown","PA","U.S.A.","",""
685,"Smash Badminton San Diego","9586 Distribution Ave., Suite E","92121","San Diego","CA","U.S.A.","(858) 876-2741",""
686,"Shuttlesport","1120-550 Sherling Place","","Coquitlam","BC","Canada","(604) 552-2473","office@shuttlesport.com"
687,"Campus Health & Wellness Centre","2000 Simcoe Street North","","Oshawa","Ontario","Canada","",""
688,"ClearOne Sports Centre","4141 N John Young Parkway #3","32804","Orlando","Florida","U.S.A.","407-730-3596","orlando@clearonebadminton.com"
693,"Purdue Recreation & Wellness","355 N Martin Jischke Dr","47907","West Lafayette","Indiana","U.S.A.","",""
697,"Garden Grove Sports & Recreation Center","13641 Deodara Dr","92844","Garden Grove","CA","U.S.A.","","twonla@gmail.com"
700,"San Gabriel Valley Badminton Club (SGVBC)","3410 Pomona Blvd","91768","Pomona","CA","U.S.A.","",""
705,"Shuttlesport Badminton Academy","Unit# 1120 550 Sherling Place","V3V 0J6","Port Coquitlam","BC","Canada","604-552-2473","office@shuttlesport.com"
706,"Mandarin BC","500 Esna Park Drive #8","L3R 1H5","Markham","Ontario","Canada","",""
712,"NORTHERN VIRGINIA BADMINTON CLUB","44590 Guilford Drive, #100","20147","Ashburn","VA","U.S.A.","571-577-3065","manori.nadesalingam@gmail.com"
713,"Frisco Badminton","10550 John W. Elliott Dr, Suite # 300","75033","Frisco","Texas","U.S.A.","2146180491","friscoopen2017@gmail.com"
714,"IM Sports West Gym 3","393 Chestnut Rd","","East Lansing","Michigan","U.S.A.","",""
718,"Kerr Hall Upper Gym","350 Victoria Street","M5B2K3","Toronto","","Canada","",""
721,"Northern California Badminton Club","2421 Mercantile Dr, Rancho Cordova 95742","","Sacramento","CA","U.S.A.","","ncbcwinter2018@gmail.com"
726,"22 Lumber Road","","11576","Roslyn","NY","U.S.A.","516-621-1402","longislandsportscenter@gmail.com"
728,"K-W Badminton Club","69 Agnes Street","N2G 2E9","Kitchener","Ontario","Canada","519-742-1844",""
730,"Campus Recreation and Wellness Centre, UOIT","2000 Simcoe Street North","","Oshawa","Ontario","Canada","",""
733,"US Badminton Academy","4569 Las Positas Rd","94551","Livermore","CA","U.S.A.","",""
739,"Glencoe","636 29 Ave SW","T2S 0P1","Calgary","AB","Canada","4032972722","jbell@badmintonalberta.ca"
740,"Campus Recreation and Wellness Centre (UOIT)","2000 Simcoe Street North","","Oshawa","Ontatio","Canada","",""
741,"Kingston Collegiate & VI","235 Frontenac St","K7L 3S7","Kingston","Ontario","Canada","(613) 544-4811","saundersm@limestone.on.ca"
745,"Play and Thrive","81 Remington Road","60173","Schaumburg","Illinois","U.S.A.","224-595-1513","peters@playnthrive.com"
747,"Durham District School Board","","","Whitby","Ontario","Canada","",""
751,"Sarkeys Fitness Center","","","Norman","OK","U.S.A.","",""
758,"UW Natatorium","2000 Observatory Dr","53706","Madison","WI","U.S.A.","6086221543","uwmadisonbc@gmail.com"
759,"Garden Grove Recreation Center","13641 Deodara Dr","92844","Garden Grove","CA","U.S.A.","7145481457",""
760,"Maxwell Heights SS","1100 Coldstream Drive","","Oshawa","Ontario","Canada","",""
763,"Boston Badminton club","169 Flanders Rd","1581","Westborough","MA","U.S.A.","",""
765,"CRWC (Durham College)","2000 Simcoe Street North","","Oshawa","Ontario","Canada","",""
766,"Henry M. Gunn High School","780 Arastradero Road","","Palo Alto","CA","U.S.A.","",""
767,"Rockwell Cage Gymasium","120 Vassar Street","2139","Cambridge","MA","U.S.A.","317-345-5248","CCClawrence@aol.com"
768,"Lasher High School Fieldhousel","3456 Lasher Rd","48302","Bloomfield Hills","MI","U.S.A.","9063704403",""
772,"Maugus Cllub","40 Abbot Rd.","2481","Wellesley","MA","U.S.A.","",""
773,"UCSD Main Gym","9500 Gilman Dr","92093","La Jolla","CA","U.S.A.","",""
776,"Fullerton Titan Gym","800 North State College Blvd.","92834","Fullerton","CA","U.S.A.","",""
778,"PLAY N THRIVE","81 REMINGTON ROAD","60173","SCHAUMBURG","IL","U.S.A.","847-485-0303","heather@playnthrive.com"
781,"Wisconsin Center","400 W Wisconsin Ave","53203","Milwaukee","WI","U.S.A.","",""
789,"Gallogly Recreation and Wellness Center","1420 Austin Bluffs Parkway","80918","Colorado Springs","CO","U.S.A.","",""
793,"Egret Badminton & StarTeam","1251 Basswood Road","60173","Schaumburg","IL","U.S.A.","847-285-5788",""
799,"CRWC (University of Ontario)","2000 Simcoe Street North","","Oshawa","Ontario","Canada","905-721-3040","wayne.king@uoit.ca"
806,"Piedmont Hills High School","1377 Piedmont Rd","95132","San Jose","California","U.S.A.","510-999-1111","tonyhong007@gmail.com"
810,"AC Academy","22 Town Farm Rd","1886","Westford","MA","U.S.A.","7745459886","tanggwei@gmail.com"
811,"Club28 Badminton Philadelphia","3559 Edgemont St.","","Philadelphia","Pennsylvania","U.S.A.","917-7082727","club28.usa@gmail.com"
812,"Purdue Recreation & Wellness (CoRec)","355 N Martin Jischke Drive","47906","West Lafayette","Indiana","U.S.A.","",""
829,"Triangle Badminton Club (TBC)","1012 Morrisville Parkway","27560","Morrisville","NC","U.S.A.","919-423-1204","info@trianglebadmintonclub.com"
830,"Don Knabbe Community Park","","","Cerritos","CA","U.S.A.","",""
834,"BLOOMFIELD HILLS MIDDLE SCHOOL","4200 West Quarton Rd","48302","Bloomfield Hills","Michigan","U.S.A.","248-709-4511","mathewoo@aol.com"
835,"CRWC (UOIT)","2000 Simcoe Street North","","Oshawa","Ontario","Canada","",""
836,"UCLA Student Activities Center","220 Westwood Plz","90095","Los Angeles","CA","U.S.A.","",""
841,"ClearOne Sport Centre","4141 N Young Parkway","32804","Orlando","Florida","U.S.A.","",""
844,"UW Madison Natatorium","2000 Observatory Drive","53706","Madison","Wisconsin","U.S.A.","630-528-7888",""
847,"Purdue Recreation and Wellness","355 N Martin Jischke Dr","47907","West Lafayette","Indiana","U.S.A.","",""
855,"UC Davis Pavilion","232 ARC One Shields Ave","95616","Davis","CA","U.S.A.","",""
863,"10410 Valley Blvd","","91731","El Monte","CA","U.S.A.","",""
864,"South Surrey Recreation & Arts Centre","14601 20 Avenue","","Surrey","BC","Canada","604-592-6970",""
873,"Smashville Pottstown","310 E High st","19464","Pottstown","Pennsylvania","U.S.A.","",""
876,"Triangle Badminton Club","1012 Morrisville Parkway","27560","Morrisville","NC","U.S.A.","919-650-1824","info@trianglebadmintonclub.com"
877,"Arena Badminton Club","2780 South Reservoir St","91766","Pomona","CA","U.S.A.","626-267-9321",""
881,"The Brushy Creek Municipal Utility District Community Center","16318 Great Oaks Drive","78681","Round Rock","TX","U.S.A.","",""
883,"Queensborough Badminton Center","20-24 119th Street","11356","College Point","NY","U.S.A.","718-358-5700","queensbcny@gmail.com"
884,"The Derrick Club","3500 119 St NW","T6J 5P5","Edmonton","Alberta","Canada","780-437-1833","info@derrickclub.com"
885,"Main Gym, Patti Herbert Wellness Center","1241 Theo Dickinson Dr","33146","Coral Gables","FL","U.S.A.","(305) 284-8500",""
886,"CRWC (Universty of Ontario)","2000 Simcoe Street North","L1H 7K4","Oshawa","Ontario","Canada","",""
891,"Arena Badminton & Sports Club","2780 S. Reservoir St,","","Pomona","CA","U.S.A.","",""
892,"Barlett High School","1101 Golden Bear Dr","99504","Anchorage","AK","U.S.A.","19073505501",""
893,"Smashville & Kimberton Waldorf school","","","Pottstown/Phoenixville","Pennsylvania","U.S.A.","",""
895,"ssss","300 scugog street","L1C 3K2","bowmanville","ontario","Canada","",""
896,"University of Michigan","North Campus Recreational Building 2375 Hubbard Rd","48109","Ann Arbor","MI","U.S.A.","",""
897,"San Gabriel Valley Badminton Club - Pomona","3410 Pomona Blvd","91768","Pomona","CA","U.S.A.","",""
900,"Durham College/Ontario Tech","2000 Simcoe Street North","","Oshawa","Ontario","Canada","",""
909,"Bloomfield Middle School","4200 W Quarton RD","","Bloomfield Hills","MI","U.S.A.","9063704403",""
914,"Burnsville High School","600 State Hwy 13","55337","Burnsville","Minnesota","U.S.A.","",""
918,"Shannon Pohl Badminton Academy (Adveristy Volleyball Center)","710 Corporate Wood Pkwy","60061","Vernon Hills","IL","U.S.A.","847-722-8857",""
921,"Delta College Blanchard Gym","5151 Pacific Avenue","95207","Stockton","California","U.S.A.","2092982631","mike_h_phan@yahoo.com"
928,"Albuquerque Convention Center","401 2nd St. NW","87102","Albuquerque","New Mexico","U.S.A.","",""
929,"Comstock Park High School","150 6 Mile Road Northeast","49321","Comstock Park","MI","U.S.A.","",""
930,"Fieldhouse USA","6155 Sports Village Road","75033","Frisco","Texas","U.S.A.","",""
934,"Titan Gym","California State University, Fullerton 800 N State College Blvd","92831","Fullerton","California","U.S.A.","",""
937,"CEPS LOUIS – J. ROBICHAUD","","","Moncton","New Brunswick","Canada","",""
938,"Newark Event Center","39375 Cedar Blvd","94560","Newark","California","U.S.A.","",""
943,"University of Colorado Colorado Springs","Gallogly Recreation and Wellness Center 1420 Austin Bluffs Parkway","80918","Colorado Springs","CO","U.S.A.","",""
947,"Walnut Rec Center","21003 La Puente Rd","91789","Walnut","CA","U.S.A.","(909) 444-7959",""
959,"International Badminton Club","3775 Park Ave","8820","Edison","New Jersey","U.S.A.","",""
970,"Atlanta Recreation club","2711 Pine Grove Rd, Cumming","","Cumming","GA","U.S.A.","",""
973,"EastBay Badminton Association","4230 Hubbard Street","94608","Emeryville","CA","U.S.A.","5106558989",""
975,"Washington County Legacy Park Grafton Building","5500 West 700 South","84737","Hurricane","Utah","U.S.A.","",""
985,"ARENA","2780 S Reservoir St","","Pomona","CA","U.S.A.","",""
990,"South Gym, Student Rec Center","University of Arizona 1400 E 6th St","85721","Tucson","Arizona","U.S.A.","","uazbadminton@gmail.com"
991,"Bellevue Badminton Club -- Renton","846 Lind Ave SW","98057","Renton","Washington","U.S.A.","425-277-4721","info@bellevuebadminton.com"
995,"Long Island Sport center","20-24, 119th street","11356","College Point","NY","U.S.A.","516-621102",""
996,"Smashville MainLine","250 King manor Dr.","","King of Prussia","PA","U.S.A.","",""
1001,"DFW Badminton Center","1800 Hurd Dr.","75038","Irving","TX","U.S.A.","949-436-8849",""
1006,"Atlanta Recreation Club","2711 Pine Grove Rd","30041","Cumming","GA","U.S.A.","",""
1007,"IBC 2","10 New Maple Ave., Unit 302","7058","Pine Brook","NJ","U.S.A.","732-549-7190","info@ibcusa.org"
1008,"Santa Fe Springs Badminton Club","11323 Shoemaker Ave","90670","Santa Fe Springs","CA","U.S.A.","",""
1012,"Midwest Badminton Club-Naperville","2019 Corporate Lane Suite 103","60563","Naperville","IL","U.S.A.","312-927-2885","info@mbadmingon.com"
1013,"Egret Badminton Center-Naperville","1811 High Grove Ln #191","","Naperville","IL","U.S.A.","630-536-8032",""
1014,"Smashville Mainline","250 King Manor Dr","19406","King of Prussia","PA","U.S.A.","","TD@smashville.us"
1015,"Royal Badminton Academy","44590 Guiford Dr.Suite 100","2014","Ashburn","VA","U.S.A.","703-258-1300",""
1016,"EGRET Badminton Club","1251 Basswood Rd","60173","Schaumburg","Illinois","U.S.A.","",""
1021,"CSULB Kin West Gym","West Gym","90816","Long Beach","California","U.S.A.","",""
1022,"RichmondPro Badminton Centre","#130-5800 Minoru Blvd.","V6X 2B1","Richmond","BC","Canada","604-231-0999",""
1024,"Club28 Badminton","3559 Edgemont St.","19134","Philadelphia","PA","U.S.A.","",""
1028,"Robertson Gym","18 Ocean Rd","93117","Isla Vista","CA","U.S.A.","",""
1035,"ARC","2711 Pine Grove Rd","","Cumming","GA","U.S.A.","",""
1036,"TBTT","","","Morrisville","NC","U.S.A.","",""
1037,"Streamers","740 Centinela Avenue Suite 101","90302","Inglewood","CA","U.S.A.","424-270-4161","BillBlair@PortalVia.net"
1038,"Max Power Sports","250 King Manor Dr","","King of Prussia","PA","U.S.A.","",""
1043,"IBC2","10 New Maple Ave.","7058","Pine Brook","NJ","U.S.A.","732-549-7190","info@ibcusa.org"
1047,"ATLANTA RECREATION CLUB","2711 Pine Grove Rd","30041","Atlanta","Georgia","U.S.A.","",""
1048,"310 E High st","3rd Floor","19464","Pottstown","PA","U.S.A.","",""
1062,"Midwest Badminton Woodridge","8202 Lemont Road","60517","Woodridge","IL","U.S.A.","331-903-3049","events@mbadminton.com"
1064,"Smashville KOP","250 King Manor Dr","19406","King of Prussia","PA","U.S.A.","",""
1065,"Triangle Badminton and Table Tennis","2900 Perimeter Park Dr, Suite# 200","27560","Morrisville","NC","U.S.A.","919-388-0272",""
1067,"New Jersey Badminton Club","2 Changebridge Rd","7045","Montville","NJ","U.S.A.","+1 (201) 898-0382","njbc.info@gmail.com"
1068,"Cabarrus Arena & Events Center","4751 NC Highway 49","28025","Concord","NC","U.S.A.","",""
1070,"The Farm Sports","2660 Vickers Dr","80918","Colorado Springs","CO","U.S.A.","",""
1077,"Burnsville High School (enter via Door 1)","600 State Hwy 13","55337","Burnsville","MN","U.S.A.","",""
1081,"Northwest Badminton Academy","13203 NE Spring Blvd","98005","Bellevue","Washington","U.S.A.","425-270-3318","info@northwestbadminton.com"
1087,"Midwest Badminton Club - Woodridge","8202 Lemont Road","60517","Woodridge","IL","U.S.A.","331-903-3049","events@mbadminton.com"
1093,"University Of Arizona Recreation Center","1400 E 6th St Tucson","85721","Tucson","Arizona","U.S.A.","","uazbadminton@gmail.com"
1094,"Club 28 Badminton","3569 Edgemont st.","19134","Philadelphia","PA","U.S.A.","9177082727","club28.usa@gmail.com"
1095,"Nets On Fire","1871 W Canyon View Dr","84770","St. George","Utah","U.S.A.","",""
1105,"Egret Badminton","1251 Basswood Rd.","60173","Schaumburg","IL","U.S.A.","847-285-5788",""
1106,"Elite Badminton Center","33540 Central Ave","94587","Union City","CA","U.S.A.","510-431-3130","elitecenterinfo@gmail.com"
1107,"PAVILION RECREATION COMPLEX","400 SCOTSWOOD ROAD,","29687","TAYLORS","SC","U.S.A.","",""
1108,"Northeast Badminton CLub","142 Belmont Drive","","Somerset","NJ","U.S.A.","",""
1109,"Southwest Recreation Center","3150 Hull Rd","32611","Gainesville","Fl","U.S.A.","(352) 846-1081",""
1111,"Nicholas Recreation Center","797 W Dayton St.","53715","Madison","WI","U.S.A.","414-319-9055",""
1119,"Canada Elite Badminton & Sports","177 Westcreek Drive","L4L 9N6","Woodbridge","Ontario","Canada","905-944-0607","tournaments@elitebadminton.ca"
1120,"LONG ISLAND BADMINTON CENTER","575 MERRICK AVE.","11590","WESTBURY","NY","U.S.A.","6462713228 / 516-388-7821",""
1121,"Edina High School Gym/Activity Center (enter via door 6)","6754 Valley View Rd","55439","Edina","MN","U.S.A.","",""
1123,"Bellevue Badminton Club (Harbour Pointe)","3616 South Road, Building D","98275","Mukilteo","WA","U.S.A.","425-374-8094",""
1126,"Chanhassen High School Gym 3","2200 Lyman Blvd","55317","Chanhassen","MN","U.S.A.","",""
1130,"South Jersey Indoor Sports Club","545 NJ-73","8091","West Berlin","NJ","U.S.A.","",""
1131,"Synergy Badminton","44380 Old Warm Springs Blvd","94538","Fremont","CA","U.S.A.","",""
1132,"SPARC Arena NOVI","42775 9 Mile Rd","48375","NOVI","MI","U.S.A.","",""
1133,"Seaton Center","1210 University Dr","40502","Lexington","Kentucky","U.S.A.","",""
1134,"South Jersey Indoor Sports Center","545 North Route 73","","West Berlin","New Jersey","U.S.A.","8568096783","SouthJerseyISC@gmail.com"
1136,"Triangle Badminton & Table Tennis","2900 Perimeter Park Dr, #200","27560","Morrisville","NC","U.S.A.","",""
1138,"New Jersey Badminton CLub","2 Changebridge Rd","","Montville","NJ","U.S.A.","",""
1139,"Purdue Badminton Club","355 N Martin Jischke Drivce, West Lafayette, IN 47907","47907","West Lafayette","IN","U.S.A.","765-607-3955","tan284@purdue.edu"
1140,"North Campus Recreation Building","2375 Hubbard Road","48109","Ann Arbor","Michigan","U.S.A.","",""
1148,"SPARC","42775 9 Mile Rd","","Novi","MI","U.S.A.","",""
1150,"Fort Lauderdale Convention Center","1950 Eisenhower Blvd. Hall C","33316","Fort Lauderdale","Florida","U.S.A.","",""
1157,"Synergy Fremont","44380 Old Warm Springs Blvd","94538","Fremont","CA","U.S.A.","",""
1158,"Mission College - Santa Clara","3000 Mission College Boulevard","95054","Santa Clara","CA","U.S.A.","408-855-5579",""
1171,"UCCS","1420 Austin Bluffs Pkwy","80918","Colorado Springs","CO","U.S.A.","",""
1173,"Egret Badminton in Naperville","1811 High Grove Ln","60540","Naperville","IL","U.S.A.","630-536-8032","egrettournament@gmail.com"
1174,"UNCG Student Recreation Center","1510 Walker Avenue","27403","Greensboro","NC","U.S.A.","336 989 9459",""
1175,"Friedman Jesish Community Center","613 S J Strauss Ln.","18702","Wilkes Barre","PA","U.S.A.","","jeff@ksgoffice.com"
1176,"IBC Pine Brook","10 New Maple Ave","","Pine Brook","NJ","U.S.A.","732-549-7190","info@ibcusa.org"
1186,"LONG ISLAND BADMINTON CENTER (LIBC)","575 MERRICK AVENUE","11590","WESTBURY","NY","U.S.A.","516-388-7821","2020LIBC@GMAIL.COM"
1187,"Club28 badminton","3569 Edgemont st","19134","Philadelphia","PA","U.S.A.","917.7082727",""
1191,"Burnsville High School Gym (enter via Door 1)","600 State Hwy 13","55337","Burnsville","MN","U.S.A.","",""
1194,"Club28 badminton Philadelphia","3569 Edgemont st.","19134","Philadelphia","PA","U.S.A.","9177082727","club28.usa@gmail.com"
1199,"Arise Sports Complex","542 Koomey Rd","","Brookshire","Texas","U.S.A.","310-428-6564",""
1200,"Orange County Badminton Club (OCBC)","1432 N Main St","92867","Orange","CA","U.S.A.","(714) 639-6222","phillipocbc@gmail.com"
1205,"Purdue University’s France A. Cordova Recreational Sports Center, Level B–Lower Gym","355 N. Martin Jischke Drive","47907","West Lafayette","Indiana","U.S.A.","",""
1211,"Long Island Badminton Center","575 Merrick Ave","","Westbury","NY","U.S.A.","",""
1213,"Forker Building 175 & 184","534 Wallace Rd, Ames, IA 50011","50014","Ames","Iowa","U.S.A.","",""
1220,"NCBC","2421 Mercantile Dr Suite D","95742","Rancho Cordova","CA","U.S.A.","",""
1221,"UCLA - Student Activities Center (SAC)","220 Westwood Plaza","90095","Los Angeles","CA","U.S.A.","",""
1225,"Chicago Badminton Academy","570A Telser Rd","60047","Lake Zurich","Illinois","U.S.A.","2244247373","jimmysun@cbadminton.com"
1226,"Prairie Badminton","275 de Baets Street, Unit 2","","Winnipeg","Manitoba","Canada","(204) 663-5499","info@prairiebadminton.ca"
1228,"University of Arizona Recreation Center, South Gym","1400 E 6th Street","85721","Tucson","Arizona","U.S.A.","","uazbadminton@gmail.com"
1231,"NETS & TURF","2711 Pine Grove Rd","30041","Cumming","Georgia","U.S.A.","",""
1232,"Silver Creek High School","3434 Silver Creek Road","95121","San Jose","CA","U.S.A.","","scbaddy@gmail.com"
1241,"575 Merrick Ave.","","11590","Westbury","NY","U.S.A.","646-271-3228","info@nycbadminton.com"
1242,"Nets and Turf","2711 Pine grove road","","Cumming","GA","U.S.A.","",""
1244,"Markham Pan Am Centre","","","Markham, Toronto","Ontario","Canada","","Jordan.Naturkach@strathcona.ca"
1247,"Austin Badminton","1974 Steam Way","78665","Round Rock","TX","U.S.A.","737-278-2788",""
1250,"Wilson H.S.","","","Hacienda Heights","CA","U.S.A.","",""
1252,"Frisco Badminton Academy","6226 All Stars Ave","75033","Frisco","TX","U.S.A.","",""
1253,"LIBC","575 Merrick Ave","11590","Westbury","NY","U.S.A.","516-388-7821",""
1256,"Happy Birdie Badminton","43921 Boscell Rd","94538","Fremont","CA","U.S.A.","",""
1258,"Arizona Badminton Center","2150 West Broadway Road #107","85202","Mesa","AZ","U.S.A.","602-570-4162","GCoachGC5@cox.net"
1260,"11150 SW Allen Blvd","Suite 200","97005","Beaverton","OR","U.S.A.","5034307861","info@orbadminton.com"
1261,"Midwest Badminton Club Woodridge","8202 Lemont Rd.","60517","Woodridge","IL","U.S.A.","",""
1262,"Synergy","","","Fremont","California","U.S.A.","",""
1263,"SPH Gym 2101","4200 Valley Drive","20742","College Park","MD","U.S.A.","","info@umdclubbadminton.com"
1264,"Herbert Wellness Center","1241 Dickinson Drive 2nd Floor","33146","Coral Gables","FL","U.S.A.","305-284-8500",""
1267,"Newark Memorial High School","39375 Cedar Blvd","94560","Newark","CA","U.S.A.","",""
1269,"UGA Ramsey Student Center","330 River Rd","30602","Athens","GA","U.S.A.","",""
1270,"UC Davis Pavilion (U-Center)","750 Orchard Rd","","95616","California","U.S.A.","",""
1271,"Catholic Central West Campus","251 Britannia Blvd","","Lethbridge","AB","Canada","",""
1272,"Chinook High School","259 Britannia Blvd","","Lethbridge","AB","Canada","",""
1273,"Senator Joyce Fairbairn Middle School","301 Rocky Mountain Blvd W","","Lethbridge","AB","Canada","",""
1274,"MBC @ NAPERVILLE","2019 Corporate Ln STE 103","60563","NAPERVILLE","IL","U.S.A.","",""
1275,"Activities and Recreation Center","201 E Peabody Dr","61820","Champaign","Illinois","U.S.A.","",""
1277,"George W. Woodruff Physical Education Center","26 Eagle Row","30322","Atlanta","Georgia","U.S.A.","",""
1279,"SPX 107A&B","Spartan Complex Building, San Jose State University","95112","San Jose","CA","U.S.A.","","badminton@sjsustudents.com"
1280,"Midwest Badminton Club: Buffalo Grove","1362 Barclay Blvd","60089","Buffalo Grove","IL","U.S.A.","847-777-1050","events@mbadminton.com"
1285,"Atlanta Badminton Club 2","300 Brogdon Rd,, STE 110","30024","Suwanee","GA","U.S.A.","2697797711","abbagari.siddhartha@gmail.com"
1286,"INTERNATIONAL BADMINTON CENTER EDISON","3775 PARK AVE","8820","EDISON","NJ","U.S.A.","",""
1287,"CBA @ Lake Zurich","570a Telser Rd","60047","Lake Zurich","IL","U.S.A.","",""
1290,"UCSB Robertson Gymnasium","University Road","93117","Isla Vista","CA","U.S.A.","",""
1293,"MBC Woodridge","8202 Lemont Rd","60517","Woodridge","IL","U.S.A.","",""
1294,"Nets & Turf","2711 Pine grove road","30041","Cumming","Georgia","U.S.A.","",""
1296,"Hickey Gymnasium","350 Howard Way","95616","Davis","","U.S.A.","",""
1297,"Synergy Menlo Park","","","Menlo Park","CA","U.S.A.","",""
1298,"Cosports Badminton & Table Tennis Club","921 Seaborne Ave","V3B 8B2","Port Coquitlam","BC","Canada","(778) 858-0766",""
1299,"Shannon Pohl Badminton Academy/Adversity Volleyball Center","710-720 Corporate Woods Parkway","60061","Vernon Hills","IL","U.S.A.","",""
1309,"MBC NP","2019 Corporate Ln STE 103","60563","Naperville","IL","U.S.A.","",""
1312,"Grandview Heights Secondary School","16987 25 ave","V3Z 0Z9","Surrey","BC","Canada","",""
1313,"The Podium","511 West Dean Ave","99201","Spokane","WA","U.S.A.","",""
1316,"South Fayette High School (Main Gymnasium)","3640 Old Oakdale Road","15057","McDonald","PA","U.S.A.","",""
1318,"Mid-America Center","","51501","Council Bluffs","IA","U.S.A.","",""
1324,"The Farm (TBC)","2660 Vickers Drive","80918","Colorado Springs","CO","U.S.A.","",""
1327,"UNCG Middle College","1510 Walker Avenue","27403","Greensboro","NC","U.S.A.","",""
1328,"EGRET NAPERVILLE","1811 HIGHGROVE LANE","60540","NAPERVILLE","IL","U.S.A.","630-5368032",""
1329,"Nets and turf","2711 Pine grove rd","30041","cumming","GA","U.S.A.","","netsandturftournaments@gmail.com"
1334,"Miami Lakes Athletic Club","15150 Bull Run Road","33014","Miami Lakes","FL","U.S.A.","(305) 820-8025",""
1335,"Forker Building","534 Wallace Rd","50011","Ames","Iowa","U.S.A.","5153373259","yihong19@iastate.edu"
1340,"Bellevue Badminton Club - Mukilteo","3616 South Road","98275","Mulkiteo","WA","U.S.A.","",""
1341,"Virginia Beach Sports Center","1045 19th Street","23451","Virginia Beach","Virginia","U.S.A.","757-937-4571",""
1342,"Club 28 badminton Philadelphia","3569 Edgemont St.","","Philaedelphia","PA","U.S.A.","",""
1343,"Skylar Sun Sports Complex","4102 Veteran Dr Building A","77584","Pearland","TX","U.S.A.","","info@skylarsunsports.com"
1348,"Capital Badminton Academy - Columbia","9188 Red Branch Road","21045","Columbia","Maryland","U.S.A.","",""
1350,"MALV","1988 Schadt Avenue","18052","Whitehall","PA","U.S.A.","",""
1355,"Belk Gymnasium","8911 University Rd","28223","Charlotte","NC","U.S.A.","",""
1356,"Arena Badminton & Sport Club","2780 S Reservoir Street","91766","Pomona","California","U.S.A.","",""
1358,"TMU Kerr Hall Gym","379 Victoria Street","M5B 2K3","Toronto","Ontario","Canada","","info@acesports.ca"
1361,"ICC Gymnasium","10501 Success Lane","","Washington Township","45458","U.S.A.","",""
1362,"E.P. ""Tom"" Sawyer State Park","3000 Freys Hill Rd","40241","Louisville","Kentucky","U.S.A.","",""
1367,"Club 28 Coatesville","255 Mt Airy Road","19320","Coatesville","PA","U.S.A.","",""
1368,"MBC Naperville","2019 Corporate Ln STE 103","60563","Naperville","IL","U.S.A.","",""
1373,"NorCal Badminton Center","2421 Mercantile Drive Suite D","95742","Rancho Cordova","California","U.S.A.","",""
1375,"TMU - Kerr Hall","","","Toronto","Ontario","Canada","",""
1376,"Ascend Badminton Centre","1305 Commissioners Road E Suite 102","N6M0B8","London","Ontario","Canada","519-838-6655","admin@ascendbadminton.com"
1377,"Brooklyn Badminton Center","14 woodward ave","11385","ridgewood","NY","U.S.A.","6462713228","2023BKBC@GMAIL.COM"
1378,"MBC - Naperville","2019 Corporate Lane #103","60563","Naperville","IL","U.S.A.","630-364-2345","events@mbadminton.com"
